Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
the  @DISEASE$  (cm) produced by the anticancer drug doxorubicin (dxr) ((@CHEMICAL$)) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,adriamycin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"a further 64% reduction of  @DISEASE$  was observed, when naa was given to ethanol/aap-mice.",aap,D000082,Chemical,hepatitis,D056486,Disease,1
"thrombotic risk was consistently higher for users of  @CHEMICAL$  users than nonusers of  @CHEMICAL$  (placebo, 1.",aspirin,D001241,Chemical,thrombotic,D013927,Disease,1
valproate-induced  @DISEASE$  and encephalopathy in atypical nonketotic hyperglycinemia.,valproate,D014635,Chemical,chorea,D002819,Disease,1
twenty-four patients were anaesthetized for middle-ear surgery with deliberate  @DISEASE$  induced by  @CHEMICAL$  with isoflurane (hypotensive group).,labetalol,D007741,Chemical,hypotension,D007022,Disease,1
loss of glutamate decarboxylase mrna-containing neurons in the rat dentate gyrus following  @CHEMICAL$--induced seizures.,pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
systemic toxicity following administration of  @CHEMICAL$  (formerly rapamycin) for psoriasis: association of  @DISEASE$  syndrome with apoptosis of lesional lymphocytes.,sirolimus,D020123,Chemical,capillary leak,D019559,Disease,1
"diltiazem did not  @DISEASE$ fect erp,  @DISEASE$  cycle length or  @DISEASE$  duration, but produced conduction acceleration similar to that caused by  @CHEMICAL$  (n=5).",verapamil,D014700,Chemical,af,D001281,Disease,1
we prospectively performed continuous ambulatory ecg monitoring on 25 patients undergoing  @CHEMICAL$  infusion for treatment of solid tumors in order to assess the incidence of  @DISEASE$  st changes.,5-fu,D005472,Chemical,ischemic,D007511,Disease,1
objective: to present a case of  @CHEMICAL$--associated  @DISEASE$  (tdp) and discuss  @CHEMICAL$-'s role in causing tdp.,fluconazole,D015725,Chemical,torsade de pointes,D016171,Disease,1
tetany and rhabdomyolysis due to surreptitious  @CHEMICAL$---importance of magnesium supplementation.,furosemide,D005665,Chemical,tetany,D013746,Disease,1
five patients with idiopathic generalized epilepsies (ige) treated with  @CHEMICAL$  (ltg) experienced exacerbation or de novo appearance of  @DISEASE$  (mj).,lamotrigine,C047781,Chemical,myoclonic jerks,D009207,Disease,1
dual effects of  @CHEMICAL$  on barbiturate-induced  @DISEASE$  in rats.,melatonin,D008550,Chemical,narcosis,D053608,Disease,1
"to demonstrate the relationship between peripheral iron overload and dopaminergic neuron loss in rat substantia nigra (sn), in the present study we used fast cyclic voltammetry, tyrosine hydroxylase (th) immunohistochemistry, perls' iron staining, and high performance liquid chromatography-electrochemical detection to study the  @DISEASE$  and increased iron content in the sn of  @CHEMICAL$  overloaded animals.",iron dextran,D007505,Chemical,degeneration of dopaminergic neurons,D009410,Disease,1
these findings suggest that glutamate-mediated mechanisms in the neural circuits at the ic level influence  @CHEMICAL$--induced  @DISEASE$  and participate in the regulation of motor activity.,haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"in a second group, the development of  @DISEASE$  was prevented by rhuepo (1000 iu/kg) administered s.c. three times/week starting 7 days before  @CHEMICAL$  application.",carboplatin,D016190,Chemical,anemia,D000740,Disease,1
"conclusions: the epileptic pregnant patient's autoimmune disease (probably drug-induced lupus) could damage the blood-brain barrier, therefore the therapeutic dose (> or =1 mg) of  @CHEMICAL$  triggered a cluster of  @DISEASE$..",folic acid,D005492,Chemical,seizures,D012640,Disease,1
exaggerated expression of inflammatory mediators in vasoactive intestinal polypeptide knockout (vip-/-) mice with cyclophosphamide ((@CHEMICAL$))-induced  @DISEASE$..,cyp,D003520,Chemical,cystitis,D003556,Disease,1
"more than 50% of lobund-wistar (l-w) strain rats developed large, palpable prostate adenocarcinomas (pas) following treatments with n-nitroso-n-methylurea (cas: 684-93-5) and testosterone propionate [((@CHEMICAL$)) cas: 57-85-2], and most of the tumor-bearing rats manifested metastatic lesions.",tp,D043343,Chemical,pa,D011471,Disease,1
the use of serum cholinesterase in  @CHEMICAL$   @DISEASE$  provided considerable relief to both patient and anaesthetist.,succinylcholine,D013390,Chemical,apnoea,D001049,Disease,1
the cardiomyopathy ((@DISEASE$)) produced by the anticancer drug doxorubicin ((@CHEMICAL$)) (adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,dxr,D004317,Chemical,cm,D003287,Chemical,1
"a cd50 dose of local anesthetic (causing convulsions in 50% of mice) was fatal in 90% of bupivacaine-induced  @DISEASE$,, in 57% of the  @CHEMICAL$  group, and in 6% of the lidocaine group.",chloroprocaine,C004616,Chemical,seizures,D012640,Disease,1
"d-1 agonist skf 38393 or d-2 agonist quinpirole decreased the  @DISEASE$  induced by  @CHEMICAL$,, sch 23390 or sulpiride.",fluphenazine,D005476,Chemical,catalepsy,D002375,Disease,1
prednisolone-induced  @DISEASE$  is caused more by atrophy than by altered acetylcholine receptor expression.,prednisolone,D011239,Chemical,muscle dysfunction,D018908,Disease,1
intravenous  @CHEMICAL$  is commonly used to improve seizure duration and quality in such patients and is generally well tolerated aside from occasional reports of relatively benign  @DISEASE$..,caffeine,D002110,Chemical,ventricular ectopy,D018879,Disease,1
delayed  @DISEASE$  cardiac arrest after  @CHEMICAL$  overdose; resuscitation with high dose intravenous calcium.,diltiazem,D004110,Chemical,asystolic,D006323,Disease,1
"the cumulative doses of  @CHEMICAL$  that produced dysrhythmias and  @DISEASE$  were smaller than the corresponding doses of ropivacaine, but they were larger than those of bupivacaine.",levobupivacaine,C476513,Chemical,asystole,D006323,Disease,1
epidemiological data suggest that  @CHEMICAL$  exposure prenatally increases the prevalence of persistent  @DISEASE$  of the newborn.,fluoxetine,D005473,Chemical,pulmonary hypertension syndrome,D006976,Disease,1
conclusions:  @CHEMICAL$  use caused a 33% increase in the risk of  @DISEASE$  in patients with chf.,enalapril,D004656,Chemical,decreased renal function,D051437,Disease,1
"we conclude that neuroactive steroids are highly effective in protecting against  @CHEMICAL$-- and kainic acid-induced  @DISEASE$  and status epilepticus in mice, and may be of utility in the treatment of some forms of status epilepticus in humans.",pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
"in order to clarify the nature of this initial contralateral rotation we examined the effect of the duration of recovery period after the lesion, on  @CHEMICAL$--induced  @DISEASE$..",amphetamine,D000661,Chemical,rotational behavior,D009069,Disease,1
three patients developed  @DISEASE$  while receiving  @CHEMICAL$..,oral contraceptives,D003276,Chemical,chorea,D002819,Disease,1
"their ester prodrugs 6 and 8 were orally active in three models of pain: reversal of formalin-induced paw licking,  @CHEMICAL$--induced  @DISEASE$,, and capsaicin-induced mechanical hyperalgesia.",carrageenan,D002351,Chemical,thermal hyperalgesia,D006930,Disease,1
"systemic pretreatment with ketanserin, a relatively specific type-2 serotonin receptor antagonist, significantly attenuated the  @DISEASE$  produced in rats by the potent short-acting opiate agonist  @CHEMICAL$..",alfentanil,D015760,Chemical,muscle rigidity,D009127,Disease,1
this study was designed to assess the ability of spironolactone to reduce potassium requirements and to prevent  @DISEASE$  in neutropenic patients on  @CHEMICAL$  treatment.,amb,D000666,Chemical,hypokalemia,D007008,Disease,1
"conclusions: overall, these results indicate that this experimental model of  @CHEMICAL$--induced cystitis may be an interesting new behavioral model of inflammatory visceral pain, allowing a better understanding of these  @DISEASE$  and thus a better therapeutic approach to them.",cp,D003520,Chemical,painful syndromes,D010146,Disease,1
"more than 50% of lobund-wistar (l-w) strain rats developed large, palpable prostate adenocarcinomas (pas) following treatments with n-nitroso-n-methylurea (cas: 684-93-5) and  @CHEMICAL$  [(tp) cas: 57-85-2], and most of the tumor-bearing rats manifested metastatic lesions.",testosterone propionate,D043343,Chemical,pa,D011471,Disease,1
"intraperitoneal administration of atropine, naloxone, mecamylamine, and hexamethonium to mice reduced  @DISEASE$  induced by a combination of  @CHEMICAL$  with nicotine.",morphine,D009020,Chemical,catalepsy,D002375,Disease,1
"we report a case of reversible  @DISEASE$  related to  @CHEMICAL$  in a woman, with a positive rechallenge.",pyrazinamide,D011718,Chemical,olfactory disorder,D000857,Disease,1
"the dlt included  @DISEASE$,, and may be predicted by serum  @CHEMICAL$  levels.",cis-ra,D015474,Chemical,hypercalcemia,D006934,Disease,1
the role of cyclosporine ((@CHEMICAL$)) alone or in combination with various chemotherapeutics in the development of  @DISEASE$  was evaluated in rats.,csa,D016572,Chemical,renal toxicity,D007674,Disease,1
questions remain about the optimal dose of  @CHEMICAL$  and the incidence of  @DISEASE$  in a real-world population.,ribavirin,D012254,Chemical,riha,D000743,Disease,1
"ammonia (nh3) was higher in patients who, during continuous therapy, complained of  @DISEASE$  (7 patients) than in those who were symptom-free (17 patients), although vpa plasma levels were similar in both groups.",ammonia,D000641,Chemical,drowsiness,D006970,Disease,1
the cardiomyopathy (cm) produced by the anticancer drug  @CHEMICAL$  (dxr) (adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of  @DISEASE$..,doxorubicin,D004317,Chemical,myocardial disease,D009202,Disease,1
we suggest that sleep deprivation may add to the risk of  @CHEMICAL$--associated  @DISEASE$..,bupropion,D016642,Chemical,seizures,D012640,Disease,1
this program consists of double screenings of pregnant women and prophylactic treatment to the infants born to both  @DISEASE$  surface antigen ((@CHEMICAL$)) and  @DISEASE$  e antigen (hbeag) positive mothers.,hbsag,D006514,Chemical,hepatitis b,D006509,Disease,1
"patients and methods: we performed a double-blind, randomized controlled trial at an academic medical center of elderly patients (>or=65 years) without preoperative  @DISEASE$  or severe dementia who underwent hip fracture repair under spinal anesthesia with  @CHEMICAL$  sedation.",propofol,D015742,Chemical,delirium,D003693,Disease,1
implications: administration of dexamethasone before  @CHEMICAL$- was not effective in decreasing the incidence or the severity of  @CHEMICAL$--induced postoperative  @DISEASE$..,succinylcholine,D013390,Chemical,myalgia,D063806,Disease,1
conclusion: the epsilon4 allele in healthy elderly was associated with increased subjective  @DISEASE$  after  @CHEMICAL$  anticholinergic challenge.,trihexyphenidyl,D014282,Chemical,mental slowing,D003072,Disease,1
"a murine model of  @DISEASE$:: the effects of hyperprolactinemia induced by  @CHEMICAL$  hydrochloride, a selective serotonin reuptake inhibitor, on  @DISEASE$: induction in wistar albino rats.",fluoxetine,D005473,Chemical,adenomyosis,D062788,Disease,1
"in the present study, oxygen radical production in patients with  @DISEASE$  due to  @CHEMICAL$  overdose was compared with that of healthy volunteers.",paracetamol,D000082,Chemical,alf,D015760,Chemical,1
"these results demonstrate a neutrophil defect in  @DISEASE$  due to  @CHEMICAL$  overdose, that is complement dependent but independent of serum complement, possibly connected to the complement receptor.",paracetamol,D000082,Chemical,alf,D015760,Chemical,1
objective: to report a case of acute cholestatic  @DISEASE$  following exposure to the inhalational anesthetic  @CHEMICAL$..,isoflurane,D007530,Chemical,hepatitis,D056486,Disease,1
risk of  @DISEASE$  after consumption of nonionic  @CHEMICAL$  by children undergoing cardiac angiography: a prospective study.,contrast media,D003287,Chemical,nephropathy,D007674,Disease,1
atra seemed to be the most possible etiology of  @DISEASE$  in our patients.,atra,D014212,Chemical,erythema nodosum,D004893,Disease,1
sorafenib-induced acute myocardial infarction due to  @DISEASE$..,sorafenib,C471405,Chemical,coronary artery spasm,D003329,Disease,1
anginal episodes were rare: only one patient had angina (during  @CHEMICAL$  infusion).,5-fu,D005472,Chemical,anginal,D000787,Disease,1
experimental  @CHEMICAL$  nephrotoxicity: risk of concomitant chemotherapy.,cyclosporine,D016572,Chemical,nephrotoxic,D007674,Disease,1
"because of  @CHEMICAL$--related  @DISEASE$,, dose reduction is a common event in this therapy.",ribavirin,D012254,Chemical,hemolytic anemia,D000743,Disease,1
factors associated with  @DISEASE$  and clinical outcome in patients receiving  @CHEMICAL$..,amikacin,D000583,Chemical,nephrotoxicity,D007674,Disease,1
"a 24-h pretreatment of both rats and mice with a single dose of cs (100mg/kg, i.p.), resulted in significant protection against the  @DISEASE$  effects of ccl4, chcl3, acetaminophen and  @CHEMICAL$  and against the lethal (and presumably cardiotoxic) effect of adriamycin administration.",galactosamine,D005688,Chemical,hepatotoxic,D056486,Disease,1
these results may suggest that no is a proconvulsant mediator in  @CHEMICAL$--induced convulsions.,lidocaine,D008012,Chemical,convulsion,D012640,Disease,1
"to assess the antioxidant effects of atorvastatin (atorva) on  @CHEMICAL$  (dex)-induced  @DISEASE$,, 60 male sprague-dawley rats were treated with atorva 30 mg/kg/day or tap water for 15 days.",dexamethasone,D003907,Chemical,hypertension,D006973,Disease,1
succinylcholine-induced  @DISEASE$  during bronchoscopic removal of a tracheal foreign body.,succinylcholine,D013390,Chemical,masseter muscle rigidity,D014313,Disease,1
"results: we identified 27 reports of toxic  @DISEASE$  in patients treated with methotrexate (intrathecal, systemic),  @CHEMICAL$  and its derivative carmofur, and capecitabine.",5-fluorouracil,D005472,Chemical,leukoencephalopathy,D056784,Disease,1
reverse or inverted left ventricular  @DISEASE$  syndrome (reverse takotsubo cardiomyopathy) in a young woman in the setting of  @CHEMICAL$  use.,amphetamine,D000661,Chemical,apical ballooning,D054549,Disease,1
after 2 individuals with psoriasis developed a  @DISEASE$  syndrome following treatment with oral  @CHEMICAL$  lesional skin cells and activated peripheral blood cells were analyzed for induction of apoptosis.,sirolimus,D020123,Chemical,capillary leak,D019559,Disease,1
the  @DISEASE$  induced by  @CHEMICAL$  in mice remained unaffected by fluvoxamine.,nomifensine,D009627,Chemical,hyperactivity,D006948,Disease,1
here we analyze the occurrence of  @DISEASE$  and neurotoxicity in d2r -/- mice treated with the cholinergic agonist  @CHEMICAL$..,pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
"in three patients,  @CHEMICAL$  exacerbated  @DISEASE$  in a dose-dependent manner with early aggravation during titration.",ltg,C047781,Chemical,mj,D009207,Disease,1
"ten and 5 mg/kg i.v. (+)-cibenzoline suppressed digitalis- and  @CHEMICAL$--induced arrhythmias, respectively.",adrenaline,D004837,Chemical,arrhythmia,D001145,Disease,1
"therefore, the effects of carteolol, a beta-adrenoceptor antagonist, on  @CHEMICAL$--induced  @DISEASE$  in rats were behaviorally studied and compared with those of propranolol and biperiden, a muscarinic receptor antagonist.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"it is concluded that solid evidence exists of hepatic injury due to  @CHEMICAL$  treatment, including  @DISEASE$,, alterations resembling alcoholic hepatitis, cholestatic hepatitis and micronodular cirrhosis of the liver.",amiodarone,D000638,Chemical,steatosis,D005234,Disease,1
dexamethasone-induced  @DISEASE$  in perfusion-cultured human eyes.,dexamethasone,D003907,Chemical,ocular hypertension,D009798,Disease,1
"here, we describe a case of severe  @DISEASE$  (jaw of steel) after  @CHEMICAL$  (sch) administration during general anesthetic management for rigid bronchoscopic removal of a tracheal foreign body.",succinylcholine,D013390,Chemical,masseter muscle rigidity,D014313,Disease,1
"in summary,  @CHEMICAL$  causes  @DISEASE$,, most likely by directly altering the intrarenal distribution of uric acid.",suprofen,D013496,Chemical,acute declines in renal function,D058186,Disease,1
"in contrast, d-med prevented  @CHEMICAL$--induced  @DISEASE$  in a dose-dependent fashion.",alfentanil,D015760,Chemical,muscle rigidity,D009127,Disease,1
repeated i.p. injection of cbz (15 mg/kg) also was without effect on the development of  @CHEMICAL$-- or cocaine-kindled seizures.,lidocaine,D008012,Chemical,seizure,D012640,Disease,1
a rechallenge with  @CHEMICAL$  produced symptoms of  @DISEASE$  that abated upon withdrawal of the hormone.,androgen,D000728,Chemical,obstructive sleep apnea,D020181,Disease,1
"in the current study, we investigated whether a physiological intervention by feeding 40% high  @CHEMICAL$  diet (hfd), which induces  @DISEASE$  in male sprague-dawley rats (250-275 g), sensitizes to doxorubicin-induced cardiotoxicity.",fat,D004041,Chemical,obesity,D009765,Disease,1
nicotine potentiation of morphine-induced  @DISEASE$  in mice.,nicotine,D009538,Chemical,catalepsy,D002375,Disease,1
this program consists of double screenings of pregnant women and prophylactic treatment to the infants born to both  @CHEMICAL$  (hbsag) and  @DISEASE$  e antigen (hbeag) positive mothers.,hepatitis b surface antigen,D006514,Chemical,hepatitis b,D006509,Disease,1
"a cd50 dose of local anesthetic (causing convulsions in 50% of mice) was fatal in 90% of  @CHEMICAL$--induced  @DISEASE$,, in 57% of the chloroprocaine group, and in 6% of the lidocaine group.",bupivacaine,D002045,Chemical,seizures,D012640,Disease,1
"pre-treatment with  @CHEMICAL$  produced cross-tolerance to morphine, whereas pretreatment with morphine did not induce cross-tolerance to  @CHEMICAL$  but rather augmented the  @DISEASE$  response; this augmentation was attributed to residual morphine in the brain.",ketamine,D007649,Chemical,cataleptic,D002375,Disease,1
"conclusion: in conclusion, the demonstration of an inverse relationship between infusion time of a fixed and convulsive dose of  @CHEMICAL$  and the risk of  @DISEASE$  in a prospective study is novel.",bupropion,D016642,Chemical,convulsions,D012640,Disease,1
"tacrine, administered in  @CHEMICAL$  pre-treated rats, induces electrocorticographic seizures and delayed  @DISEASE$..",licl,D018021,Chemical,hippocampal damage,D001930,Disease,1
case summary: a 42-year-old white man developed acute  @DISEASE$  with severe headache and vomiting 2 hours after the first doses of  @CHEMICAL$  100 mg and tiapride 100 mg.,amisulpride,C012052,Chemical,hypertension,D006973,Disease,1
a 73-year-old woman developed  @DISEASE$  after monotherapy with  @CHEMICAL$..,risperidone,D018967,Chemical,neuroleptic malignant syndrome,D009459,Disease,1
aventyl (nortriptyline) and  @CHEMICAL$  (amitriptyline) each produced  @DISEASE$  in a 73 year old woman.,elavil,D000639,Chemical,left bundle branch block,D002037,Disease,1
the cumulative doses of levobupivacaine and  @CHEMICAL$  that produced  @DISEASE$  were similar and were larger than those of bupivacaine.,ropivacaine,C037663,Chemical,seizures,D012640,Disease,1
effect of increasing intraperitoneal infusion rates on  @CHEMICAL$  hydrochloride-induced  @DISEASE$  in mice.,bupropion,D016642,Chemical,seizures,D012640,Disease,1
"using two-stage coronary ligation-, digitalis-, and  @CHEMICAL$--induced canine  @DISEASE$,, antiarrhythmic effects of cibenzoline were examined and the minimum effective plasma concentration for each arrhythmia model was determined.",adrenaline,D004837,Chemical,ventricular arrhythmias,D001145,Disease,1
five patients with idiopathic generalized epilepsies (ige) treated with  @CHEMICAL$  (ltg) experienced exacerbation or de novo appearance of myoclonic jerks ((@DISEASE$)).,lamotrigine,C047781,Chemical,mj,D009207,Disease,1
one case of acute hypercalcaemia and two of recurrent  @DISEASE$  are reported in patients who had regularly consumed large amounts of calcium carbon-ate-sodium bicarbonate powders for more than 20 years.,sodium bicarbonate,D017693,Chemical,nephrolithiasis,D053040,Disease,1
"however, the diazepam enhancement of  @CHEMICAL$--induced reflex  @DISEASE$  was antagonized by pretreatment of rats with an intravenous dose of picrotoxin (an agent blocks chloride channels by binding to sites associated with the benzodiazepine-gaba-chloride channel macromolecular complex).",adrenaline,D004837,Chemical,bradycardia,D001919,Disease,1
" @CHEMICAL$  i: time course of lipid peroxidation biomarkers,  @DISEASE$,, and  @CHEMICAL$  metabolite levels in rats.",valproic acid,D014635,Chemical,liver toxicity,D056486,Disease,1
a single ppa/caffeine administration (same dose) lead to acute  @DISEASE$  in both the normotensive and hypertensive animals.,ppa,D010665,Chemical,hypertension,D006973,Disease,1
"however, mk-801 injection produced a significant increase of  @DISEASE$  in  @CHEMICAL$--treated mice.",reserpine,D012110,Chemical,tremor,D014202,Disease,1
"aspirin (acetylsalicylic acid [asa]), an irreversible cyclooxygenase 1 and 2 inhibitor, induces  @DISEASE$  when administered to wistar rats on gestational day (gd) 9, 10, or 11 (kimmel ca, wilson jg, schumacher hj.",asa,D001241,Chemical,developmental anomalies,D000014,Disease,1
"above mentioned  @CHEMICAL$  incorporation may have induced an ineffective hemopoiesis in the primitive hemopoietic progenitor cells, which is known to be seen commonly in the  @DISEASE$  syndrome.",azt,D015215,Chemical,myelodysplastic,D009190,Disease,1
"the results showed that intracollicular microinjection of mk-801 and ap7 previous to systemic injections of  @CHEMICAL$  significantly attenuated the  @DISEASE$,, as indicated by a reduced latency to step down from a horizontal bar.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
this increase in  @DISEASE$  was not secondary to  @CHEMICAL$--induced hyperactivity.,meth,D008694,Chemical,aggressiveness,D001523,Disease,1
"after 7 days,  @CHEMICAL$  treatment induced significant proteinuria,  @DISEASE$,, decreased urinary sodium excretion, and extensive ascites.",pan,D011692,Chemical,hypoalbuminemia,D034141,Disease,1
an electron microscope study of the livers of  @CHEMICAL$--treated rats revealed ultrastructural changes in the hepatocytes that resemble those that result from exposure to a variety of known  @DISEASE$..,paracetamol,D000082,Chemical,hepatocarcinogens,D008113,Disease,1
"a 24-h pretreatment of both rats and mice with a single dose of cs (100mg/kg, i.p.), resulted in significant protection against the  @DISEASE$  effects of ccl4,  @CHEMICAL$,, acetaminophen and galactosamine and against the lethal (and presumably cardiotoxic) effect of adriamycin administration.",chcl3,D002725,Chemical,hepatotoxic,D056486,Disease,1
"these results indicate that daidzein might play a role in acetylcholine biosynthesis as a chat activator, and that it also ameliorates  @CHEMICAL$--induced  @DISEASE$..",scopolamine,D012601,Chemical,amnesia,D000647,Disease,1
"aspirin (acetylsalicylic acid [asa]), an irreversible cyclooxygenase 1 and 2 inhibitor, induces  @DISEASE$  when administered to wistar rats on gestational day (gd) 9, 10, or 11 (kimmel ca, wilson jg, schumacher hj.",aspirin,D001241,Chemical,developmental anomalies,D000014,Disease,1
"the effects of n-nitro-l-arginine-methyl ester (l-name) a nitric oxide (no) synthase inhibitor and l-arginine, a no precursor, were investigated on  @CHEMICAL$--induced convulsions.",lidocaine,D008012,Chemical,convulsion,D012640,Disease,1
eight cancer patients in the terminal stages of the disease treated with high doses of intravenous  @CHEMICAL$  developed  @DISEASE$..,morphine,D009020,Chemical,hyperalgesia,D006930,Disease,1
the  @DISEASE$  (cm) produced by the anticancer drug  @CHEMICAL$  (dxr) (adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
desipramine-induced sensitization of lidocaine  @DISEASE$  may have a mechanism distinct from kindling resulting from repeated administration of  @CHEMICAL$..,cocaine,D003042,Chemical,seizures,D012640,Disease,1
these results suggest that ppa/caffeine can lead to cerebral hemorrhage in previously  @DISEASE$  animals when administered in greater than the allowed dosage.,caffeine,D002110,Chemical,hypertensive,D006973,Disease,1
young women on replacement  @CHEMICAL$  for ovarian failure after cancer therapy may also have increased risk of  @DISEASE$  and should be examined periodically.,estrogens,D004967,Chemical,endometrial carcinoma,D016889,Disease,1
we report the case of a 19-year-old laotian patient affected by fulminant  @DISEASE$  during the third trimester of her pregnancy after a 1-month administration of  @CHEMICAL$..,quinidine phenylethylbarbiturate,C033457,Chemical,hepatitis,D056486,Disease,1
the effects of rem sleep deprivation (remd) on apomorphine-induced aggressiveness and  @CHEMICAL$--induced  @DISEASE$  in rats were determined.,quipazine,D011814,Chemical,head twitches,D009069,Disease,1
drowsiness and altered taste perception were increased significantly over placebo only in the high-dose  @CHEMICAL$  group.,azelastine,C020976,Chemical,drowsiness,D006970,Disease,1
high  @CHEMICAL$  diet-fed  @DISEASE$  rats are highly sensitive to doxorubicin-induced cardiotoxicity.,fat,D004041,Chemical,obese,D009765,Disease,1
experimental  @CHEMICAL$   @DISEASE$:: risk of concomitant chemotherapy.,cyclosporine,D016572,Chemical,nephrotoxicity,D007674,Disease,1
"the present studies were designed to clarify the role of catecholamines and pineal idolamines on  @CHEMICAL$--induced  @DISEASE$  in the intact, pinealectomized or hypophysectomized chick and rat.",ketamine,D007649,Chemical,catatonia,D002389,Disease,1
protective effect of misoprostol on  @CHEMICAL$  induced  @DISEASE$  in elderly patients.,indomethacin,D007213,Chemical,renal dysfunction,D007674,Disease,1
neuromuscular blockade with  @CHEMICAL$  and nifedipine.,magnesium sulfate,D008278,Chemical,neuromuscular blockade,D020879,Disease,1
"seven out of 12 subjects experienced  @DISEASE$  of a short duration accompanying facial flush in one and nausea in one, especially after ingestion of  @CHEMICAL$..",clz,C045645,Chemical,headache,D006261,Disease,1
conclusion: patients with  @CHEMICAL$--induced  @DISEASE$  may be at increased risk for granulosa cell tumors because of alterations in  @CHEMICAL$- metabolism.,tamoxifen,D013629,Chemical,liver dysfunction,D017093,Disease,1
"further, we show that mice genetically engineered to be deficient in brain da develop  @CHEMICAL$   @DISEASE$,, as long as the thermic effects of  @CHEMICAL$  are preserved.",meth,D008694,Chemical,neurotoxicity,D020258,Disease,1
in the present study we aimed to investigate plasma levels of cgrp during  @DISEASE$  induced by the  @CHEMICAL$  do @CHEMICAL$ r glyceryl trinitrate (gtn) in 16 patients with chronic tension-type  @DISEASE$  and 16 healthy controls.,no,D009569,Chemical,headache,D006261,Disease,1
the aim of the present study is to examine whether myocardial ischemia due to  @DISEASE$  is induced by  @CHEMICAL$..,dobutamine,D004280,Chemical,coronary spasm,D003329,Disease,1
acute cbz over a range of doses (15-50 mg/kg) had no effect on completed lidocaine-kindled or acute  @CHEMICAL$--induced seizures.,cocaine,D003042,Chemical,seizure,D012640,Disease,1
"seven out of 12 subjects experienced headache of a short duration accompanying  @DISEASE$  in one and nausea in one, especially after ingestion of  @CHEMICAL$..",clz,C045645,Chemical,facial flush,D005483,Disease,1
the incidence and severity of  @CHEMICAL$--associated  @DISEASE$  was determined in 64 patients pretreated with saline or dexamethasone before  @CHEMICAL$- (n = 32 for each).,succinylcholine,D013390,Chemical,myalgia,D063806,Disease,1
the association of  @CHEMICAL$  and amphetamine use with hemorrhagic and ischemic  @DISEASE$  is based almost solely on data from case series.,cocaine,D003042,Chemical,stroke,D020521,Disease,1
"since glyceryl trinitrate is able to overcome even the drastic effect of  @CHEMICAL$,, it might be of relevance in the treatment of  @DISEASE$..",morphine,D009020,Chemical,sphincter of oddi dyskinesia,D046628,Disease,1
"urinary ngf,  @CHEMICAL$  and pgi2 did not correlate with urodynamic parameters in patients with  @DISEASE$..",pgf2alpha,D015237,Chemical,oab,D053201,Disease,1
atorvastatin prevented and reversed dexamethasone-induced  @DISEASE$  in the rat.,dex,D003907,Chemical,hypertension,D006973,Disease,1
objective: in this study the effect of glyceryl trinitrate on the prostigmine-morphine-induced sphincter of oddi spasm was evaluated in nine female patients with  @DISEASE$..,morphine,D009020,Chemical,sphincter of oddi dyskinesia,D046628,Disease,1
"it is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and  @DISEASE$  caused by  @CHEMICAL$  and eserine.",carbachol,D002217,Chemical,clonic-tonic convulsions,D004830,Disease,1
intravenous  @CHEMICAL$  is commonly used to improve  @DISEASE$  duration and quality in such patients and is generally well tolerated aside from occasional reports of relatively benign ventricular ectopy.,caffeine,D002110,Chemical,seizure,D012640,Disease,1
"intracerebroventricular injection of atropine, hexamethonium, and naloxone also decreased  @DISEASE$  induced by  @CHEMICAL$  plus nicotine.",morphine,D009020,Chemical,catalepsy,D002375,Disease,1
hepatotoxicity associated with  @CHEMICAL$  in inflammatory arthritis: a case series from a local surveillance of serious adverse events.,sulfasalazine,D012460,Chemical,hepatotoxicity,D056486,Disease,1
the standard of care for management of  @DISEASE$  is reduction or discontinuation of the  @CHEMICAL$  dosage.,ribavirin,D012254,Chemical,riha,D000743,Disease,1
the  @DISEASE$  usually develops about 8-10 mth after start of  @CHEMICAL$  treatment and the mortality is approximately 60% from  @DISEASE$  or pulmonary edema.,mitomycin c,D016685,Chemical,renal failure,D051437,Disease,1
"this study was designed to discern whether the reduction in urinary nox in  @CHEMICAL$--induced  @DISEASE$  is, in part, due to depressed no synthase (nos) expression.",lead,D007854,Chemical,hypertension,D006973,Disease,1
"cerebrospinal fluid was obtained for pharmacokinetic analysis, and pain ratings in response to acute heat stimuli and areas of  @DISEASE$  and allodynia after intradermal  @CHEMICAL$  injection were determined.",capsaicin,D002211,Chemical,mechanical hyperalgesia,D006930,Disease,1
