Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entitty_2_type,labels
azidothymidine ((@CHEMICAL$))-induced  @DISEASE$  in mice can be reversed by the administration of igf-il-3 (fusion protein of insulin-like growth factor ii (igf ii) and interleukin 3).,azt,D015215,Chemical,anemia,D000740,Disease,1
"our findings indicate that cocaine induced  @DISEASE$  is modified by 5-ht1b receptor ligands microinjected into the accumbens shell, but not core, this modification consisting in inhibitory and facilitatory effects of the 5-ht1b receptor antagonist (gr 55562) and agonist ((@CHEMICAL$)), respectively.",cp 93129,C065046,Chemical,hyperlocomotion,D009069,Disease,1
"this study assessed the ability of ih636 grape seed proanthocyanidin extract (gspe) to prevent acetaminophen (aap)-induced nephrotoxicity, amiodarone (ami)-induced lung toxicity, and  @CHEMICAL$  (dox)-induced  @DISEASE$  in mice.",doxorubicin,D004317,Chemical,cardiotoxicity,D066126,Disease,1
a policy of unrestricted prescription of  @CHEMICAL$  may lead to a high incidence of associated  @DISEASE$..,appetite suppressants,D001067,Chemical,primary pulmonary hypertension,D006976,Disease,1
"we investigated an epidemic of  @DISEASE$  in nine industrial workers who had had repeated accidental exposure to a mixture of  @CHEMICAL$-, @CHEMICAL$--dichloro-2,2,2-trifluoroethane (hcfc  @CHEMICAL$-23) and  @CHEMICAL$--chloro- @CHEMICAL$-,2,2,2-tetrafluoroethane (hcfc  @CHEMICAL$-24).",1,D002330,Chemical,liver disease,D008107,Disease,1
"in individuals with preexisting, high-grade coronary arterial narrowing,  @DISEASE$  may result from an increase in myocardial oxygen demand associated with  @CHEMICAL$--induced increase in rate-pressure product.",cocaine,D003042,Chemical,acute myocardial infarction,D009203,Disease,1
"the incidence of preneoplastic nodules and of  @DISEASE$  was 10% and 37%, respectively, in rats fed the plain  @CHEMICAL$--devoid diet, and 17% and 30%, in rats fed the phenobarbital-containing  @CHEMICAL$--devoid diet.",choline,D002794,Chemical,hepatocellular carcinomas,D006528,Disease,1
this case study reveals an unusual finding of rapidly proliferative crescentic  @DISEASE$  in a patient treated with  @CHEMICAL$  who had no other identifiable causes for developing this disease.,rifampin,D012293,Chemical,glomerulonephritis,D005921,Disease,1
angioedema due to  @CHEMICAL$:: common and inadequately diagnosed.,ace inhibitors,D000806,Chemical,angioedema,D000799,Disease,1
use of antithymocyte globulin may be the optimal treatment of  @CHEMICAL$--induced  @DISEASE$..,d-penicillamine,D010396,Chemical,aplastic anemia,D000741,Disease,1
two patients with type ii diabetes mellitus developed an acute  @DISEASE$--like syndrome soon after initiation of  @CHEMICAL$  therapy.,glyburide,D005905,Chemical,hepatitis,D056486,Disease,1
reserpine- and  @CHEMICAL$--induced  @DISEASE$  are putative animal models of tardive dyskinesia (td) whose pathophysiology has been related to free radical generation and oxidative stress.,haloperidol,D006220,Chemical,orofacial dyskinesia,D004409,Disease,1
"however, marked  @DISEASE$  associated with the use of  @CHEMICAL$  in combination with propofol occurred in the majority of patients, occasionally reaching high levels in individual patients.",ephedrine,D004809,Chemical,tachycardia,D013610,Disease,1
"agranulocytosis occurred 3-20 weeks after initiation of ticlopidine, so frequent examination of white cell count during treatment is recommended.",ticlopidine,D013988,Chemical,agranulocytosis,D000380,Disease,1
"these results show that 15-day isoproterenol pretreatment not only abolished but reversed  @CHEMICAL$--induced  @DISEASE$  to bradycardia, an effect that is mainly related to further cardiac beta-adrenoceptor desensitization rather than to impairment of autonomic regulation of the heart.",bromocriptine,D001971,Chemical,tachycardia,D013610,Disease,1
"catalepsy was induced by  @CHEMICAL$  (2 mg/kg p.o.), while apomorphine (1.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
prolonged  @DISEASE$  in our case ensued because the information about suicidal attempt by  @CHEMICAL$  was concealed from the treating team.,op compound,D009943,Chemical,apnea,D001049,Disease,1
"because the  @DISEASE$  caused by  @CHEMICAL$- and mptp is highly selective for the da neuronal system in mouse models of neurotoxicity, we hypothesized that the cx3cr1 plays a role in  @CHEMICAL$--induced neurotoxicity and microglial activation.",meth,D008694,Chemical,cns damage,D009422,Disease,1
"in four subacute toxicity studies, the intravenous administration of cefonicid or  @CHEMICAL$  to beagle dogs caused a dose-dependent incidence of  @DISEASE$,, neutropenia, and thrombocytopenia after 1-3 months of treatment.",cefazedone,C021341,Chemical,anemia,D000740,Disease,1
"given that sympathetic neural dominance exhibits a similar developmental pattern, and given that  @CHEMICAL$  induces sympathetic withdrawal and  @DISEASE$,, we hypothesized that  @CHEMICAL$ 's developmental effects on cardiac rate and ultrasound production would mirror each other.",clonidine,D003000,Chemical,bradycardia,D001919,Disease,1
we compared the effects of 17beta-estradiol in adult male and ovariectomized female rats subjected to lithium-pilocarpine-induced  @DISEASE$..,pilocarpine,D010862,Chemical,se,D013226,Disease,1
"puromycin aminonucleoside  @DISEASE$  was induced by single intraperitoneal injection of puromycin aminonucleoside (pan, 20 mg/100g bw).",pan,D011692,Chemical,nephrosis,D009401,Disease,1
inappropriate use of carbamazepine and  @CHEMICAL$  in typical  @DISEASE$..,vigabatrin,D020888,Chemical,absence seizures,D004832,Disease,1
"a 3-year-old girl had  @DISEASE$,, with hyperkinesis, irritability, and sleeping difficulties after the therapeutic administration of  @CHEMICAL$..",isoniazid,D007538,Chemical,behavioral deterioration,D002653,Disease,1
mitochondrial injury may be involved in the progression of  @DISEASE$  caused by  @CHEMICAL$  via the autophagy pathway.,adriamycin,D004317,Chemical,heart failure,D006333,Disease,1
mature male and female mice from six inbred stains were tested for susceptibility to behavioral seizures induced by a single injection of  @CHEMICAL$..,cocaine,D003042,Chemical,seizure,D012640,Disease,1
"for compounds that have shown  @DISEASE$  in the clinic (terfenadine, terodiline, cisapride) there is little differentiation between the dog ed50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",terfenadine,D016593,Chemical,tdp,D016171,Disease,1
a diet promoting sugar dependency causes  @DISEASE$  to a low dose of  @CHEMICAL$..,amphetamine,D000661,Chemical,behavioral cross-sensitization,D006948,Disease,1
(+/-)-pg-9 (10-40 mg kg-1 i.p.) was able to prevent  @DISEASE$  induced by  @CHEMICAL$  (1 mg kg-1 i.p.) and dicyclomine (2 mg kg-1 i.p.) in the mouse passive-avoidance test.,scopolamine,D012601,Chemical,amnesia,D000647,Disease,1
 @CHEMICAL$.-induced dyskinesia ((@DISEASE$)) is among the motor complications that arise in parkinson's disease (pd) patients after a prolonged treatment with  @CHEMICAL$..,l-dopa,D007980,Chemical,lid,D004409,Disease,1
"forty seconds after injection of suxamethonium,  @DISEASE$  and cardiac arrest occurred.",suxamethonium,D013390,Chemical,bradycardia,D001919,Disease,1
"amnesia produced by scopolamine and  @CHEMICAL$  were reversed by morphine given 30 min before the test trial (pre-test), and pre-test morphine also facilitated the memory retrieval in the animals administered naloxone during the training trial.",cycloheximide,D003513,Chemical,amnesia,D000647,Disease,1
"abnormal movements and  @DISEASE$  occurred only in rats treated during the preweaning period; within this period the greatest sensitivities for these abnormalities occurred from 2 to 11-17 and 5 to 11 days of age, respectively, indicating that the cochlea is more sensitive to  @CHEMICAL$  than the site (vestibular or central) responsible for the dyskinesias.",streptomycin,D013307,Chemical,deafness,D003638,Disease,1
"interestingly, all the drugs, such as, aap,  @CHEMICAL$  and dox induced apoptotic death in addition to  @DISEASE$  in the respective organs which was very effectively blocked by gspe.",ami,D000638,Chemical,necrosis,D009336,Disease,1
"it is postulated that her death was caused by  @DISEASE$  to suxamethonium, associated with her 5-day immobilization.",suxamethonium,D013390,Chemical,hypersensitivity,D004342,Disease,1
"objective: to study  @DISEASE$  side effects of  @CHEMICAL$  an easily applicable, quick and low-priced method is needed.",salbutamol,D000420,Chemical,tremor,D014202,Disease,1
"however,  @DISEASE$  due to fibrotic muscle affected by  @CHEMICAL$--induced myopathy has not previously been reported.",pentazocine,D010423,Chemical,compression neuropathy,D009408,Disease,1
lamivudine for the prevention of  @DISEASE$  virus reactivation in  @CHEMICAL$  (hbsag) seropositive cancer patients undergoing cytotoxic chemotherapy.,hepatitis-b surface antigen,D006514,Chemical,hepatitis b,D006509,Disease,1
a 30-year old caucasian man reported with abdominal pain and  @DISEASE$  after 3-day administration of oral  @CHEMICAL$  for a suspect of urinary tract infection.,ciprofloxacin,D002939,Chemical,jaundice,D007565,Disease,1
three patients on  @CHEMICAL$  (15%) developed  @DISEASE$..,acetazolamide,D000086,Chemical,renal calculi,D007669,Disease,1
effects of uninephrectomy and high protein feeding on  @CHEMICAL$--induced  @DISEASE$  in rats.,lithium,D008094,Chemical,chronic renal failure,D007676,Disease,1
"nicotine-induced  @DISEASE$  was blocked by the selective d1 antagonist sch 23390, the selective d2 antagonist raclopride and the d1/d2 antagonist fluphenazine.",nicotine,D009538,Chemical,hyperactivity,D006948,Disease,1
"evaluation of cardiac troponin i and t levels as markers of  @DISEASE$  in  @CHEMICAL$--induced cardiomyopathy rats, and their relationship with echocardiographic and histological findings.",doxorubicin,D004317,Chemical,myocardial damage,D009202,Disease,1
clinical and biochemical monitoring at regular intervals for evidence of hepatitis is advised during long term treatment with  @CHEMICAL$  to prevent possible serious  @DISEASE$..,ketoconazole,D007654,Chemical,hepatic injury,D056486,Disease,1
"in the patient described, the presence of asterixis during infusion of ifosfamide, normal laboratory findings and imaging studies and the resolution of symptoms following the discontinuation of the drug suggest that negative  @DISEASE$  is associated with the use of ifx.",ifosfamide,D007069,Chemical,myoclonus,D009207,Disease,1
"9 (2006), 917] recently identified the microglial-specific fractalkine receptor (cx3cr1) as an important mediator of  @CHEMICAL$--induced  @DISEASE$  of da neurons.",mptp,D015632,Chemical,neurodegeneration,D009422,Disease,1
"significant blockade of  @CHEMICAL$  toxicity was observed with the higher dose of gnc92h2 (190 mg/kg), where premorbid behaviors were reduced up to 40%,  @DISEASE$  up to 77% and death by 72%.",cocaine,D003042,Chemical,seizures,D012640,Disease,1
"nested within the cohort, a matched case-control study was performed to estimate the association between  @CHEMICAL$  and  @DISEASE$  using odds ratios (ors) as relative risk.",cyclophosphamide,D003520,Chemical,bladder cancer,D001749,Disease,1
a patient with cryptogenic cirrhosis and disseminated sporotrichosis developed  @DISEASE$  immediately following the administration of  @CHEMICAL$  on four separate occasions.,amphotericin b,D000666,Chemical,acute renal failure,D058186,Disease,1
"patients treated with  @CHEMICAL$  have an increased risk of development of acute nonlymphocytic leukemia, and both  @CHEMICAL$  and azathioprine are associated with the development of  @DISEASE$..",alkylating agents,D000477,Chemical,non-hodgkin's lymphoma,D008228,Disease,1
"in the seventh patient, a permanent ventricular pacemaker was inserted and, despite continuation of  @CHEMICAL$  therapy, polymorphous  @DISEASE$  did not reoccur.",procainamide,D011342,Chemical,ventricular tachycardia,D017180,Disease,1
we have examined the effect of systemic administration of ketamine and lidocaine on brush-evoked (dynamic)  @DISEASE$  and punctate-evoked (static) hyperalgesia induced by  @CHEMICAL$..,capsaicin,D002211,Chemical,pain,D010146,Disease,1
dexamethasone (dex)-induced  @DISEASE$  is characterized by endothelial dysfunction associated with nitric oxide (no) deficiency and increased superoxide (o2-) production.,dexamethasone,D003907,Chemical,hypertension,D006973,Disease,1
cerebral blood flow and cerebral metabolic rate for oxygen were measured during  @CHEMICAL$--induced  @DISEASE$  in 10 patients subjected to craniotomy for clipping of a cerebral aneurysm.,isoflurane,D007530,Chemical,hypotension,D007022,Disease,1
"we studied the role of xanthine oxidase (xo), which is implicated in the production of reactive oxygen species, in  @CHEMICAL$--induced hypertension (dex-ht).",dexamethasone,D003907,Chemical,ht,D006973,Disease,1
kindled seizures were induced by daily administration of 60 mg/kg  @CHEMICAL$  for 5 days.,cocaine,D003042,Chemical,seizure,D012640,Disease,1
acute  @DISEASE$  caused by a  @CHEMICAL$  overdose is very rare and there is no report of it leading to vocal fold palsy.,disulfiram,D004221,Chemical,peripheral neuropathy,D010523,Disease,1
"with the more widespread application of  @CHEMICAL$- in organ transplantation,  @CHEMICAL$--associated  @DISEASE$  has also been recognized.",tacrolimus,D016559,Chemical,tma,D057049,Disease,1
"in cardiac transplantation, the incidence of  @DISEASE$  associated with  @CHEMICAL$  is unknown.",srl,D020123,Chemical,proteinuria,D011507,Disease,1
tam induces  @DISEASE$  of erythrocytes as a function of concentration.,tam,D013629,Chemical,hemolysis,D006461,Disease,1
two patients with signs of  @CHEMICAL$   @DISEASE$  after combined treatment with verapamil showed complete recovery after discontinuation of the calcium entry blocker.,carbamazepine,D002220,Chemical,neurotoxicity,D020258,Disease,1
severe thrombocytopenia and  @DISEASE$  associated with  @CHEMICAL$:: a case report with fatal outcome.,ciprofloxacin,D002939,Chemical,haemolytic anaemia,D000743,Disease,1
in the present work we assessed the effect of treatment of rats with gum arabic on  @DISEASE$  induced by gentamicin ((@CHEMICAL$)) nephrotoxicity.,gm,D005839,Chemical,acute renal failure,D058186,Disease,1
"for glyburide, a second-generation sulfonylurea, only two brief reports of  @DISEASE$  exist.",glyburide,D005905,Chemical,hepatotoxicity,D056486,Disease,1
"bromocriptine-induced hypotension was unaffected by isoproterenol pretreatment, while tachycardia was reversed to significant  @DISEASE$,, an effect that was partly reduced by i.v.  @CHEMICAL$  (0.",domperidone,D004294,Chemical,bradycardia,D001919,Disease,1
"thus,  @DISEASE$  may develop in cardiac transplant patients after switch to srl, which may have an adverse effect on renal function in these patients.",srl,D020123,Chemical,proteinuria,D011507,Disease,1
background: concerns about possible risks of switching to  @DISEASE$  associated with antidepressants continue to interfere with the establishment of an optimal treatment paradigm for bipolar depression.,antidepressant,D000928,Chemical,mania,D001714,Disease,1
we report the case of a young woman who suffered a  @DISEASE$  after taking a single oral dose of  @CHEMICAL$..,ppa,D010665,Chemical,cerebral infarction,D002544,Disease,1
we describe a patient who developed  @DISEASE$  and clinical congestive heart failure after 2 months of therapy with  @CHEMICAL$  (amb) for disseminated coccidioidomycosis.,amphotericin b,D000666,Chemical,dilated cardiomyopathy,D002311,Disease,1
progressive  @DISEASE$  with up-regulation of mhc-i associated with  @CHEMICAL$  therapy.,statin,D019821,Chemical,myopathy,D009135,Disease,1
attentional modulation of perceived pain intensity in  @CHEMICAL$--induced secondary  @DISEASE$..,capsaicin,D002211,Chemical,hyperalgesia,D006930,Disease,1
"in this study, 62 patients with confirmed initial normal renal function and treated with 2 to 5 mg/kg/day of  @CHEMICAL$  or tobramycin sulfate for a minimum of seven days were followed up prospectively for the development of aminoglycoside-related  @DISEASE$,, defined as at least a one-third reduction in renal function.",gentamicin sulfate,D005839,Chemical,renal failure,D051437,Disease,1
the findings suggest that curcumin can be considered as a potential safe and effective adjuvant to  @CHEMICAL$  and carbamazepine therapy in preventing  @DISEASE$  associated with these drugs.,phenobarbitone,D010634,Chemical,cognitive impairment,D003072,Disease,1
microangiopathic hemolytic anemia complicating  @CHEMICAL$  (tacrolimus) therapy.,fk506,D016559,Chemical,microangiopathic hemolytic anemia,D000743,Disease,1
patients given  @CHEMICAL$  were more likely to develop  @DISEASE$  (10 out of 22) than those given bupivacaine (4 out of 22) (p < 0.,prilocaine,D011318,Chemical,hearing loss,D034381,Disease,1
epidural blood flow during prostaglandin e1 or  @CHEMICAL$  induced  @DISEASE$..,trimethaphan,D014294,Chemical,hypotension,D007022,Disease,1
"a case of  @DISEASE$,, acute renal failure and hepatic failure following  @CHEMICAL$  ingestion is presented.",paracetamol,D000082,Chemical,metabolic acidosis,D000138,Disease,1
conclusion: the addition of  @CHEMICAL$  to docetaxel in the treatment of prostate cancer significantly increases the frequency of  @DISEASE$..,thalidomide,D013792,Chemical,vte,D054556,Disease,1
in the present work we assessed the effect of treatment of rats with gum arabic on  @DISEASE$  induced by  @CHEMICAL$  (gm) nephrotoxicity.,gentamicin,D005839,Chemical,acute renal failure,D058186,Disease,1
myasthenia gravis presenting as weakness after  @CHEMICAL$  administration.,magnesium,D008274,Chemical,myasthenia gravis,D009157,Disease,1
"galanthamine hydrobromide, an anticholinesterase drug capable of penetrating the blood-brain barrier, was used in a patient demonstrating central effects of  @CHEMICAL$  (hyoscine)  @DISEASE$..",scopolamine,D012601,Chemical,overdosage,D062787,Disease,1
"in male animals, repeated  @CHEMICAL$  treatment induced a gradual development of aggressive behavior as evidenced by the increased intensity of  @DISEASE$  and shortened latency before the first attack toward the opponent.",apomorphine,D001058,Chemical,aggressiveness,D010554,Disease,1
this report summarizes our experience in switching bipolar patients from  @CHEMICAL$  to divalproex sodium to alleviate such  @DISEASE$  and functional impairments.,lithium,D008094,Chemical,cognitive,D003072,Disease,1
controlled  @DISEASE$  in groups a and c was induced with  @CHEMICAL$  to maintain mean arterial blood pressure at 55 mmhg for 180 min.,pge1,D000527,Chemical,hypotension,D007022,Disease,1
"two groups of patients receiving  @CHEMICAL$  were compared over a period of 1 year, one group comprising  @DISEASE$  patients who were receiving nifedipine, and the other comprising non @DISEASE$  patients not receiving nifedipine.",tacrolimus,D016559,Chemical,hypertensive,D006973,Disease,1
"this case report shows that  @CHEMICAL$  may precipitate life-threatening  @DISEASE$  and haemolytic anaemia, even in the early phases of treatment and without apparent previous exposures.",ciprofloxacin,D002939,Chemical,thrombocytopenia,D013921,Disease,1
"conclusions: reversible inferior colliculus lesions could be considered as the characteristic for  @CHEMICAL$--induced  @DISEASE$,, next to the dentate nucleus involvement.",metronidazole,D008795,Chemical,encephalopathy,D001927,Disease,1
"although the explanation for the association between  @DISEASE$, and growth status cannot be determined from the present study, there was a relationship between higher serum phosphate and susceptibility to  @DISEASE$,, with 30% higher levels of serum phosphate in young, ad libitum-fed rats compared with either of the groups that was resistant to  @CHEMICAL$--induced  @DISEASE$,, ie, the 10-month-old rats and the restricted-diet, growth-inhibited young rats.",warfarin,D014859,Chemical,artery calcification,D061205,Disease,1
"measurements and main results: none of 23 patients who received  @CHEMICAL$  alone developed  @DISEASE$,, whereas 9 of 47 patients (19%) who received  @CHEMICAL$  plus thalidomide developed  @DISEASE$, (p=0.",docetaxel,C067311,Chemical,vte,D054556,Disease,1
"we report a patient in whom hypersensitivity to  @CHEMICAL$  presented with generalized erythroderma, a severe leukemoid reaction, eosinophilia, hyponatremia, and  @DISEASE$..",carbamazepine,D002220,Chemical,renal failure,D051437,Disease,1
"many of these patients are taking pentoxifylline ((@CHEMICAL$)), a methylxanthine derivative which may improve  @DISEASE$..",trental,D010431,Chemical,intermittent claudication,D007383,Disease,1
"objective: this is to present reversible  @DISEASE$  in  @CHEMICAL$--induced encephalopathy, to focus on the diffusion-weighted imaging (dwi) and fluid attenuated inversion recovery (flair) imaging.",metronidazole,D008795,Chemical,inferior colliculus lesions,D001927,Disease,1
isoproterenol pretreatment for 15 days caused  @DISEASE$  without affecting baseline blood pressure and heart rate.,isoproterenol,D007545,Chemical,cardiac hypertrophy,D006332,Disease,1
"in conclusion,  @CHEMICAL$  induced  @DISEASE$  are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some  @DISEASE$  containing calcium.",octreotide,D015282,Chemical,gall stones,D042882,Disease,1
two patients with signs of carbamazepine  @DISEASE$  after combined treatment with  @CHEMICAL$  showed complete recovery after discontinuation of the calcium entry blocker.,verapamil,D014700,Chemical,neurotoxicity,D020258,Disease,1
"binding of  @CHEMICAL$  to nicotinic acetylcholine receptors (nachrs) elicits a series of dose-dependent behaviors that go from altered exploration, sedation, and tremors, to  @DISEASE$  and death.",nicotine,D009538,Chemical,seizures,D012640,Disease,1
objective: to report a case of central  @DISEASE$  associated with  @CHEMICAL$  (cc).,clomiphene citrate,D002996,Chemical,retinal vein occlusion,D012170,Disease,1
in vitro characterization of parasympathetic and sympathetic responses in  @CHEMICAL$--induced  @DISEASE$  in the rat.,cyclophosphamide,D003520,Chemical,cystitis,D003556,Disease,1
"the  @DISEASE$  potential of  @CHEMICAL$  (5 mg/kg per day intraperitoneally for 3 weeks) has been investigated in salt-depleted, normal-salt, and salt-loaded rats.",amphotericin b,D000666,Chemical,nephrotoxic,D007674,Disease,1
"monkeys with acute (short-term) mptp exposure, rapid symptom onset and short symptom duration prior to initiation of  @CHEMICAL$  therapy developed  @DISEASE$  between 11 and 24 days of daily  @CHEMICAL$  administration.",levodopa,D007980,Chemical,dyskinesia,D004409,Disease,1
"intravenous administration of  @CHEMICAL$  by 15-minute infusion versus 2-minute bolus does not affect the incidence of  @DISEASE$:: a prospective, randomized, controlled trial.",prochlorperazine,D011346,Chemical,akathisia,D017109,Disease,1
peripheral neuropathy due to nutritional deficiency of thiamine and  @CHEMICAL$  was common (10.,riboflavin,D012256,Chemical,peripheral neuropathy,D010523,Disease,1
"the typical signs of  @CHEMICAL$--induced  @DISEASE$  are impaired consciousness, sometimes marked eeg background slowing, increased seizure frequency, with or without hyperammonemia.",vpa,D014635,Chemical,encephalopathy,D001927,Disease,1
"the aim of this study is to examine the role of gastric acid back-diffusion, mast cell histamine release, lipid peroxide (lpo) generation and mucosal microvascular permeability in modulating  @DISEASE$  and ulcer in rats with atherosclerosis induced by coadministration of vitamin d2 and  @CHEMICAL$..",cholesterol,D002784,Chemical,gastric hemorrhage,D006471,Disease,1
the pathomechanism of  @CHEMICAL$--induced nystagmus ((@DISEASE$)) is unknown.,nicotine,D009538,Chemical,nin,D009759,Disease,1
a comparable overexpression of pgp in the bbb was obtained after  @CHEMICAL$--induced  @DISEASE$  in wild-type wistar rats.,pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
this was accounted for by a significant number of  @DISEASE$  occurring in  @CHEMICAL$  treated patients with psychiatric histories.,methyl dopa,D008750,Chemical,depressions,D003866,Disease,1
"using macaque monkeys with different types of  @CHEMICAL$--induced  @DISEASE$,, the current study evaluated the degree to which rate of symptom progression, symptom severity, and response to and duration of levodopa therapy may be involved in the development of lids.",mptp,D015632,Chemical,parkinsonism,D010302,Disease,1
a case of a  @CHEMICAL$--induced hemorrhage  @DISEASE$  is reported.,busulfan,D002066,Chemical,cystitis,D003556,Disease,1
"in four subacute toxicity studies, the intravenous administration of  @CHEMICAL$  or cefazedone to beagle dogs caused a dose-dependent incidence of anemia, neutropenia, and  @DISEASE$  after 1-3 months of treatment.",cefonicid,D015790,Chemical,thrombocytopenia,D013921,Disease,1
"in our experience and according to the literature,  @CHEMICAL$  does not seem to cross-react with cyclosporin a (cya), an immuno-suppressive drug already known to induce  @DISEASE$..",fk506,D016559,Chemical,maha,D000743,Disease,1
be-injected rats that did not have  @DISEASE$. had significantly more locomotor activity than cocaine-injected animals without  @DISEASE$..,be,C005618,Chemical,seizures,D012640,Disease,1
"results:  @CHEMICAL$  exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety (elevated plus maze and marble burying), behavioral inflexibility (perseveration in the spontaneous alternation task and impaired reversal learning), working memory impairment (e.g., win-shift paradigm),  @DISEASE$,, and corticostriatal dysfunction.",clomipramine,D002997,Chemical,hoarding,D060845,Disease,1
levodopa-induced dyskinesias ((@DISEASE$)) present a major problem for the long-term management of parkinson's disease (pd) patients.,levodopa,D007980,Chemical,lids,D004409,Disease,1
"whereas cocaine-induced seizures were  @CHEMICAL$ st characterized as brief, generalized, and tonic and resulted in death, those induced by  @CHEMICAL$  were prolonged, often multiple and mixed in type, and rarely resulted in death.",be,C005618,Chemical,seizure,D012640,Disease,1
acute  @CHEMICAL$  and subchronic haloperidol treatments change synaptosomal brain glutamate uptake and elicit  @DISEASE$  in rats.,reserpine,D012110,Chemical,orofacial dyskinesia,D004409,Disease,1
"to assess the molecular basis of disturbances in transmembraneous transport of na+, we studied the response of cardiac (na,k)-atpase to  @CHEMICAL$--deficient  @DISEASE$  induced in rats by  @CHEMICAL$--synthase inhibition with 40 mg/kg/day n(g)-nitro-l-arginine methyl ester (l-name) for 4 four weeks.",no,D009569,Chemical,hypertension,D006973,Disease,1
"we report an undiagnosed case of myotonia congenita in a 24-year-old previously healthy primigravida, who developed life threatening  @DISEASE$  following a standard dose of intravenous  @CHEMICAL$  for induction of anaesthesia.",suxamethonium,D013390,Chemical,masseter spasm,D014313,Disease,1
"using  @CHEMICAL$   @DISEASE$  (pan) rats, we studied early ultrastructural and permeability changes in relation to the expression of the podocyte-associated molecules nephrin, a-actinin, dendrin, and plekhh2, the last two of which were only recently discovered in podocytes.",puromycin aminonucleoside,D011692,Chemical,nephrosis,D009401,Disease,1
we have examined the effect of systemic administration of ketamine and lidocaine on brush-evoked (dynamic) pain and punctate-evoked (static)  @DISEASE$  induced by  @CHEMICAL$..,capsaicin,D002211,Chemical,hyperalgesia,D006930,Disease,1
the risk of  @DISEASE$  in women prescribed cyproterone acetate in combination with  @CHEMICAL$:: a nested cohort analysis and case-control study.,ethinyl estradiol,D004997,Chemical,venous thromboembolism,D054556,Disease,1
"014-unit collagenase,  @CHEMICAL$  enhanced the  @DISEASE$  volume 3.",heparin,D006493,Chemical,hematoma,D006406,Disease,1
"in less than 1 hour after the ingestion of alcohol, he developed malaise with  @DISEASE$,, tachycardia, and dyspnea.",alcohol,D000431,Chemical,flushing of the face,D005483,Disease,1
"results: nine of 30 patients receiving lidocaine experienced  @DISEASE$,, 1 of 30 patients receiving  @CHEMICAL$  (p = 0.",prilocaine,D011318,Chemical,tnss,D009422,Disease,1
maternal  @CHEMICAL$  and neonatal  @DISEASE$:: evaluation with cross-sectional echocardiography.,lithium,D008094,Chemical,ebstein's anomaly,D004437,Disease,1
"frequency of absences increased in four children treated with  @CHEMICAL$. and two of these developed  @DISEASE$,, which resolved on withdrawal of  @CHEMICAL$..",carbamazepine,D002220,Chemical,myoclonic jerks,D009207,Disease,1
"in mg(2+)-free bathing medium containing bicuculline, conditions designed to increa @DISEASE$. excitability in the slices, electrical stimulation of the hilus resulted in a single population spike in granule cells from control mice and  @CHEMICAL$--treated mice that did not experience  @DISEASE$..",pilocarpine,D010862,Chemical,se,D013226,Disease,1
"acute hepatitis,  @DISEASE$,, and erythroblastocytopenia induced by  @CHEMICAL$..",ceftriaxone,D002443,Chemical,autoimmune hemolytic anemia,D000744,Disease,1
"in both cases, discontinuation of  @CHEMICAL$  and treatment with plasma exchange, fresh frozen plasma replacement, corticosteroids, aspirin, and dipyridamole led to resolution of  @DISEASE$..",fk506,D016559,Chemical,maha,D000743,Disease,1
"male rats that received prenatal  @CHEMICAL$  on days 15 and 16, 17 and 18, and 13 and 14 of gestation had  @DISEASE$  at 6 months of age; the latter group did not have a reduction in glomerular number.",dexamethasone,D003907,Chemical,elevated blood pressures,D006973,Disease,1
"dental patients abusing  @CHEMICAL$  can present with poor oral hygiene, xerostomia, rampant  @DISEASE$  (""meth mouth""), and excessive tooth wear.",methamphetamine,D008694,Chemical,caries,D003731,Disease,1
"background: an association between the use of  @CHEMICAL$  and the risk of  @DISEASE$  has been found in some, but not all, studies.",oral contraceptives,D003276,Chemical,myocardial infarction,D009203,Disease,1
"what is less well known is a phenomenon whereby statins may induce a  @DISEASE$,, which persists or may progress after stopping the drug.",statin,D019821,Chemical,myopathy,D009135,Disease,1
background: the calcineurin inhibitors cyclosporine and  @CHEMICAL$  are both known to be  @DISEASE$..,tacrolimus,D016559,Chemical,nephrotoxic,D007674,Disease,1
"bipolar ii), number of previous manic episodes, type of  @CHEMICAL$  therapy used (electroconvulsive therapy vs.",antidepressant,D000928,Chemical,bipolar i,D001714,Disease,1
"an increase in blood pressure, accompanied by  @DISEASE$,, agitation, incomprehensible shouts and loss of consciousness, was observed in an elderly, asa classification group ii, cardiovascularly medicated male, 12 min after performance of axillary block with  @CHEMICAL$  850 mg containing adrenaline 0.",mepivacaine,D008619,Chemical,atrial fibrillation,D001281,Disease,1
results:  @CHEMICAL$  significantly increased  @DISEASE$  severity in patients in a dose-dependent way.,salbutamol,D000420,Chemical,tremor,D014202,Disease,1
"the most commonly reported toxic effects of  @CHEMICAL$  are diarrhea, nausea, vomiting,  @DISEASE$  and hand-foot syndrome.",capecitabine,C110904,Chemical,stomatitis,D013280,Disease,1
