Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
"hepatic dysfunction may be one of the possible risk factors, and concomitant  @DISEASE$  may be a diagnostic marker for adverse reaction to  @CHEMICAL$..",quetiapine,C069541,Chemical,fever,D005334,Disease,1
people aged over 75 in atrial fibrillation on  @CHEMICAL$:: the rate of major  @DISEASE$  and stroke in more than 500 patient-years of follow-up.,warfarin,D014859,Chemical,hemorrhage,D006470,Disease,1
"despite the use of antiepileptic agents, another  @DISEASE$  episode recurred after the sixth dose of  @CHEMICAL$..",piperacillin/tazobactam,C085143,Chemical,gtcs,D004830,Disease,1
method: we searched the eli lilly and company's computerized adverse event database for all reported cases of hyponatremia and/or  @DISEASE$  as of 1 november 1999 that had been reported during the use of  @CHEMICAL$..,vincristine,D014750,Chemical,siadh,D007177,Disease,1
"both isomers of propranolol were capable of preventing adrenaline-induced  @DISEASE$  in cats anaesthetized with  @CHEMICAL$,, but the mean dose of (-)-propranolol was 0.",halothane,D006221,Chemical,cardiac arrhythmias,D001145,Disease,1
"the present case highlights the possibility that differential diagnosis between an  @CHEMICAL$--related  @DISEASE$  and a neoplasm can be very difficult radiologically, and suggests that membranous glomerulonephritis might be another possible complication of  @CHEMICAL$- treatment.",amiodarone,D000638,Chemical,pulmonary lesion,D055370,Disease,1
improvement by denopamine (ta-064) of  @CHEMICAL$--induced  @DISEASE$  in the dog heart-lung preparation.,pentobarbital,D010424,Chemical,cardiac failure,D006333,Disease,1
"we suggest that trazodone (5, 10 and 20 mg/kg), by blocking the 5-ht 2c receptors, releases the nigrostriatal daergic neurons from tonic inhibition caused by 5-ht, and thereby potentiates dexamphetamine stereotypy and antagonizes  @CHEMICAL$   @DISEASE$..",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"a 69-yr-old man, who was concurrently being treated with  @CHEMICAL$  nitrate and timolol maleate eye drops, developed a  @DISEASE$  and became hypotensive during halothane anaesthesia.",pilocarpine,D010862,Chemical,bradycardia,D001919,Disease,1
the abnormal rhythm disappeared with the withdrawal of  @CHEMICAL$  and when the drug was restarted a 2/1  @DISEASE$  was seen.,propranolol,D011433,Chemical,s-a block,D012848,Disease,1
conclusions: the excess of mb in  @CHEMICAL$- users with  @DISEASE$. compared to other groups suggests that mb increase the risk of  @CHEMICAL$--associated  @DISEASE$..,warfarin,D014859,Chemical,ich,D002543,Disease,1
the risk and associated factors of  @CHEMICAL$-  @DISEASE$  in  @CHEMICAL$--dependent patients in malaysia.,methamphetamine,D008694,Chemical,psychosis,D011605,Disease,1
rhabdomyolysis and brain ischemic stroke in a heroin-dependent male under  @CHEMICAL$  maintenance therapy.,methadone,D008691,Chemical,rhabdomyolysis,D012206,Disease,1
"finally, the ikr blockers, terfenadine and  @CHEMICAL$,, which are reported to cause  @DISEASE$  (tdp) in clinical practice, produced early afterdepolarization (ead).",citalopram,D015283,Chemical,torsade de pointes,D016171,Disease,1
segmental necrotising  @DISEASE$  has been reported as complication of  @CHEMICAL$  therapy in patients receiving treatment for tuberculosis.,rifampicin,D012293,Chemical,glomerulonephritis,D005921,Disease,1
evidence for a cholinergic role in  @CHEMICAL$--induced  @DISEASE$..,haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
the effect of recombinant human insulin-like growth factor-i on chronic  @CHEMICAL$   @DISEASE$  in rats.,puromycin aminonucleoside,D011692,Chemical,nephropathy,D007674,Disease,1
it appears that temocapril was effective in retarding renal progression and protected renal function in  @CHEMICAL$   @DISEASE$  rats.,pan,D011692,Chemical,neprotic,D009401,Disease,1
the intracerebroventricular (icv) administration of  @CHEMICAL$  (a na(+)/k(+)-atpase inhibitor) in rats has been suggested to mimic some symptoms of human  @DISEASE$..,ouabain,D010042,Chemical,bipolar mania,D001714,Disease,1
a patient with renal disease developed coombs-positive  @DISEASE$  while receiving  @CHEMICAL$  therapy.,cephalothin,D002512,Chemical,hemolytic anemia,D000743,Disease,1
invasive  @DISEASE$  of the renal pelvis following  @CHEMICAL$  therapy for nonmalignant disease.,cyclophosphamide,D003520,Chemical,carcinoma,D002277,Disease,1
"we conclude that an h1 antagonist may be useful in preventing  @DISEASE$  caused by iv  @CHEMICAL$,, since the vasodilating activity of  @CHEMICAL$, is mediated, in part, through the h1 receptor.",cimetidine,D002927,Chemical,hypotension,D007022,Disease,1
we presented a patient admitted to our out-patient clinic with diffuse skeletal  @DISEASE$  after three consecutive administration of  @CHEMICAL$..,alendronate,D019386,Chemical,pain,D010146,Disease,1
"chemical  @DISEASE$  was induced by  @CHEMICAL$  (cyp) which is metabolized to acrolein, an irritant eliminated in the urine.",cyclophosphamide,D003520,Chemical,cystitis,D003556,Disease,1
"these data are consistent with the hypothesis that exercise-induced  @DISEASE$  results largely from beta 1-receptor activation that is blocked by both cardioselective and nonselective drugs, whereas  @CHEMICAL$  activates both beta 1- and beta 2-receptors so that after cardioselective blockade there remains a beta 2-component that can be blocked with a nonselective drug.",isoproterenol,D007545,Chemical,tachycardia,D013610,Disease,1
results:  @DISEASE$  was documented in both groups of  @CHEMICAL$  treated rats compared with controls.,pdn,D011241,Chemical,anxiety,D001008,Disease,1
"among non-users of aspirin, the adjusted hazard ratios (95% confidence interval) of hospitalization for ami/gi vs the acetaminophen (with no aspirin) group were:  @CHEMICAL$  1.",rofecoxib,C116926,Chemical,ami,D009203,Disease,1
purpose: the case of an oncology patient who developed  @CHEMICAL$--induced  @DISEASE$  with thrombosis (hitt) and was treated with argatroban plus catheter-directed thrombolysis (cdt) with alteplase is presented.,heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,1
hepatitis and renal tubular acidosis after anesthesia with  @CHEMICAL$..,methoxyflurane,D008733,Chemical,hepatitis,D056486,Disease,1
"twenty (56%)  @CHEMICAL$--induced  @DISEASE$  patients had a formal psychiatric diagnosis before lt (non- @CHEMICAL$--induced  @DISEASE$ =0/35, cld=2/34; p<0.",acetaminophen,D000082,Chemical,alf,D017114,Disease,1
conclusions: our updated evaluation of  @CHEMICAL$  provides additional evidence of an association with  @DISEASE$  risk.,diazinon,D003976,Chemical,lung cancer,D008175,Disease,1
"phenylalanine, a large neutral amino acid (lnaa) competing with  @CHEMICAL$. for transport across the blood-brain barrier, reduced the  @DISEASE$  and antiparkinsonian effects of  @CHEMICAL$..",levodopa,D007980,Chemical,hypotensive,D007022,Disease,1
sprague-dawley rats that were 20 days pregnant and nonpregnant rats of the same age and strain received infusions of  @CHEMICAL$  until onset of maximal  @DISEASE$  which occurred after 28 and 30 minutes respectively.,aminophylline,D000628,Chemical,seizures,D012640,Disease,1
"administration of  @CHEMICAL$,, letrozole or tamoxifen significantly impaired the memory in intact rats, and significantly attenuated the testosterone replacement in improving stz- and castration-induced  @DISEASE$..",flutamide,D005485,Chemical,memory impairment,D008569,Disease,1
"after eliminating spurious  @DISEASE$ s or those associated with intravenous fluids, the authors identified 18 non- @CHEMICAL$--treated patients with  @DISEASE$ s related to malignancies and other medical conditions (group a) and 12 patients with  @CHEMICAL$--associated  @DISEASE$  (group b).",lithium,D008094,Chemical,hypercalcemia,D006934,Disease,1
alternating sinus rhythm and intermittent  @DISEASE$  induced by  @CHEMICAL$..,propranolol,D011433,Chemical,sinoatrial block,D012848,Disease,1
"a 69-yr-old man, who was concurrently being treated with pilocarpine nitrate and  @CHEMICAL$  maleate eye drops, developed a bradycardia and became  @DISEASE$  during halothane anaesthesia.",timolol,D013999,Chemical,hypotensive,D007022,Disease,1
"although the overall reported rate of  @DISEASE$  associated with  @CHEMICAL$  is very low, physicians caring for asian oncology patients should be aware of this potential serious but reversible adverse event.",vincristine,D014750,Chemical,siadh,D007177,Disease,1
"although with current ulcer therapy (h-2 blockers, omeprazole, and sucralfate), the frequency of  @DISEASE$  has decreased significantly, the classic triad of hypercalcemia, alkalosis, and renal impairment remains the hallmark of the syndrome.",alkali,D000468,Chemical,milk-alkali syndrome,D006934,Disease,1
"we visualize, for the first time, the profile of  @DISEASE$  associated with chronic  @CHEMICAL$  (ma) abuse.",methamphetamine,D008694,Chemical,structural deficits in the human brain,D001930,Disease,1
objective: this study describes associations of  @CHEMICAL$  and fine particulate matter with  @DISEASE$  observed among farmers in north carolina and iowa.,ozone,D010126,Chemical,parkinson's disease,D010300,Disease,1
purpose: prenatal  @CHEMICAL$  exposure has been linked with subependymal hemorrhage and the formation of  @DISEASE$  that are detectable on cranial sonography in neonates born at term.,cocaine,D003042,Chemical,cysts,D003560,Disease,1
"when tested in a multivariate regression analysis,  @CHEMICAL$  was a strong independent predictor of seizures (or 14.",tranexamic acid,D014148,Chemical,seizure,D012640,Disease,1
01) in p75(ntr) mrna in drg with intermediate and chronic  @CHEMICAL$--induced  @DISEASE$..,cyp,D003520,Chemical,cystitis,D003556,Disease,1
"we recently demonstrated that recombinant hgh exacerbates renal functional and structural injury in chronic  @CHEMICAL$  (pan) nephropathy, an experimental model of  @DISEASE$..",puromycin aminonucleoside,D011692,Chemical,glomerular disease,D007674,Disease,1
amoxicillin-clavulanate stands out as the most common drug related to  @DISEASE$..,amoxicillin-clavulanate,D019980,Chemical,dili,D056486,Disease,1
"of the 407 yellow card records analysed, 106 satisfied criteria for  @CHEMICAL$--related kidney disease, of which 53 (50%) had features of kidney tubular dysfunction, 35 (33%) were found to have features of glomerular dysfunction and 18 (17%) had  @DISEASE$..",tdf,C418563,Chemical,fanconi syndrome,D005198,Disease,1
risk factors associated with the development of  @DISEASE$  were the appearance of an u wave (p = 0.,d,D013015,Chemical,torsades de pointes,D016171,Disease,1
isoproterenol (100mg/kg) was injected subcutaneously on the 13th and 14th days to induce  @DISEASE$..,isoproterenol,D007545,Chemical,acute myocardial infarction,D009203,Disease,1
the purpose of the present study was to compare influence of central arginine vasopressin ((@CHEMICAL$)) and of atrial natriuretic peptide (anp) on control of arterial blood pressure (map) and heart rate (hr) in normotensive (wky) and spontaneously  @DISEASE$  (shr) rats.,avp,D001127,Chemical,hypertensive,D006973,Disease,1
"we have described a patient with severe rheumatoid arthritis and a history of mefenamic acid nephropathy in whom  @DISEASE$  and inappropriate hypoaldosteronism were caused by both indomethacin and  @CHEMICAL$,, without major decline in renal function.",naproxen,D009288,Chemical,hyperkalemia,D006947,Disease,1
"1%  @CHEMICAL$  led to elevation of intraocular pressure (iop), functional and structural loss of retinal ganglion cells, and axonal degeneration, resembling glucocorticoid-induced  @DISEASE$  in human patients.",dexamethasone,D003907,Chemical,glaucoma,D005901,Disease,1
"her medications included  @CHEMICAL$,, and symptoms included nausea, anxiety and  @DISEASE$..",desvenlafaxine,C086816,Chemical,confusion,D003221,Disease,1
delirium in a patient with toxic  @CHEMICAL$  plasma concentrations: the role of a pharmacokinetic drug interaction with paroxetine.,flecainide,D005424,Chemical,delirium,D003693,Disease,1
it is also suggested that the blockade of k(+)-channels sensitive to these blockers is not sufficient to prevent  @CHEMICAL$--induced hypoactivity whereas  @CHEMICAL$--induced  @DISEASE$  seems to be connected to both quinine- and 4-aminopyridine-sensitive k(+)-channels.,morphine,D009020,Chemical,hyperactivity,D006948,Disease,1
incidence of  @CHEMICAL$--induced  @DISEASE$  type ii and postoperative recovery of platelet count in liver graft recipients: a retrospective cohort analysis.,heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,1
relationship between  @CHEMICAL$--induced  @DISEASE$  and hippocampal nicotinic receptors.,nicotine,D009538,Chemical,seizures,D012640,Disease,1
"objective:  @CHEMICAL$  is a dibenzothiazepine derivative, similar to clozapine, which has the highest risk of causing blood dyscrasias, especially  @DISEASE$..",quetiapine,C069541,Chemical,neutropenia,D009503,Disease,1
"however, of the medications surveyed, only the fenfluramines had a significant preferential association with  @DISEASE$  as compared with sph (adjusted odds ratio for use > 6 months, 7.",fenfluramine,D005277,Chemical,pph,D006976,Disease,1
oxidative stress on  @DISEASE$  after treatment with single and multiple doses of  @CHEMICAL$..,doxorubicin,D004317,Chemical,cardiotoxicity,D066126,Disease,1
"sirolimus, a mammalian target of  @CHEMICAL$  inhibitor, has been implicated as playing a special role in posttransplant  @DISEASE$..",rapamycin,D020123,Chemical,anemia,D000740,Disease,1
"taken together, these results extend previous studies and demonstrate that  @CHEMICAL$--induced  @DISEASE$  may be due to a mitochondrial defect.",cocaine,D003042,Chemical,cardiac dysfunction,D006331,Disease,1
"important untoward effects of  @CHEMICAL$- therapy including  @CHEMICAL$--induced thrombocytopenia,  @CHEMICAL$--associated osteoporosis, eosinophilia,  @DISEASE$,, allergic reactions other than thrombocytopenia and alopecia will be discussed in this article.",heparin,D006493,Chemical,skin reactions,D012871,Disease,1
"our data suggest that there is an association between panic attacks, no matter if associated with pd or mdp, and hyperreactivity to an oral  @CHEMICAL$  challenge test.",caffeine,D002110,Chemical,panic attack,D016584,Disease,1
cystic  @DISEASE$  was associated with unopposed  @CHEMICAL$  therapy without progestagen.,oestrogen,D004967,Chemical,hyperplasia,D006965,Disease,1
effects of cd-832 on  @CHEMICAL$  (iso)-induced  @DISEASE$  were studied in dogs with partial coronary stenosis of the left circumflex coronary artery and findings were compared with those for nifedipine or diltiazem.,isoproterenol,D007545,Chemical,myocardial ischemia,D017202,Disease,1
"alternating sinus rhythm and intermittent sinoatrial (s-a) block was observed in a 57-year-old woman, under treatment for angina with 80 mg  @CHEMICAL$  daily.",propranolol,D011433,Chemical,alternating sinus rhythm,D001146,Disease,1
"the present study was designed to investigate the effect of 5 non-steroidal anti-inflammatory drugs, sodium salicylate, phenylbutazone, indomethacin, ibuprofen and mefenamic acid, on  @DISEASE$  produced by  @CHEMICAL$..",pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
bromocriptine has been implicated in several previous case reports of  @DISEASE$  in the puerperium.,bromocriptine,D001971,Chemical,myocardial infarction,D009203,Disease,1
conclusion: flumazenil can unmask  @DISEASE$  and increase the incidence of death in a model of combined cocaine-diazepam intoxications.,diazepam,D003975,Chemical,seizures,D012640,Disease,1
this study examined the frequency of atrioventricular (av) dissociation and  @DISEASE$  in 59 patients receiving oral  @CHEMICAL$..,verapamil,D014700,Chemical,accelerated junctional rhythms,D001145,Disease,1
to best of our knowledge this is the second case of fatal  @CHEMICAL$  induced  @DISEASE$  reported in english literature.,carbamazepine,D002220,Chemical,myocarditis,D009205,Disease,1
"conclusion: this modified liposomal  @CHEMICAL$  regimen results in less toxicity (stomatitis, hand-foot syndrome) than the standard fda-approved dose schedule.",doxorubicin,D004317,Chemical,hand-foot syndrome,D060831,Disease,1
"methods: the effect of pretreatment with trazodone on dexamphetamine- and apomorphine-induced oral stereotypies, on  @DISEASE$  induced by  @CHEMICAL$  and apomorphine (0.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
) for  @CHEMICAL$--induced  @DISEASE$  and other axis i psychiatric disorders.,methamphetamine,D008694,Chemical,psychosis,D011605,Disease,1
behavioral and neurochemical studies in mice pretreated with garcinielliptone fc in  @CHEMICAL$--induced seizures.,pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
"however, our findings for both liver cancer and  @DISEASE$  warrant follow-up to better differentiate effects of  @CHEMICAL$  use from other factors.",metolachlor,C051786,Chemical,follicular cell lymphoma,D008224,Disease,1
(@CHEMICAL$)amphetamine ((@CHEMICAL$)) triggers a disruption of the monoaminergic system and (@CHEMICAL$) abuse leads to negative emotional states including  @DISEASE$  symptoms during drug withdrawal.,meth,D008694,Chemical,depressive,D003866,Disease,1
"5 mg doxorubicin/kg, which resulted in  @DISEASE$  and very low serum albumin levels.",doxorubicin,D004317,Chemical,albuminuria,D000419,Disease,1
"the  @DISEASE$  was probably aggravated by the concomitant intake of a non-steroidal anti-inflammatory drug,  @CHEMICAL$..",diclofenac,D004008,Chemical,renal injury,D007674,Disease,1
"4%) had  @DISEASE$,, which were attributed to  @CHEMICAL$  treatment in 4 patients (1.",hydroxychloroquine,D006886,Chemical,visual field abnormalities,D014786,Disease,1
"one female patient with stable car @CHEMICAL$,iac  @CHEMICAL$,isease ha @CHEMICAL$, recurrent torsa @CHEMICAL$,es  @CHEMICAL$,e pointes after 2 years of successful treatment with  @CHEMICAL$,,l-sotalol.",d,D013015,Chemical,torsades de pointes,D016171,Disease,1
"001) ( @CHEMICAL$ <olanzapine<risperidone), with subjects who received  @CHEMICAL$  and olanzapine exhibiting significant  @DISEASE$  compared with subjects who were treated with risperidone ( @CHEMICAL$  vs risperidone, t(33) = -4.",clozapine,D003024,Chemical,insulin resistance,D007333,Disease,1
we report three cases of severe  @DISEASE$  after  @CHEMICAL$  administration during a randomised controlled trial of prophylactic treatment of patent ductus arteriosus with  @CHEMICAL$  in premature infants born at less than 28 weeks of gestation.,ibuprofen,D007052,Chemical,hypoxaemia,D000860,Disease,1
"we report a case of a 76-year-old man with waldenstrom macroglobulinaemia who suffered  @DISEASE$  without neutropenia after the combination treatment with  @CHEMICAL$,, high-dose dexamethasone and rituximab.",bortezomib,C400082,Chemical,necrotising fasciitis,D019115,Disease,1
"background: s-53482 and  @CHEMICAL$  are n-phenylimide herbicides and produced  @DISEASE$,, teratogenicity (mainly ventricular septal defects and wavy ribs), and growth retardation in rats in conventional oral developmental toxicity studies.",s-23121,C083440,Chemical,embryolethality,D020964,Disease,1
intravascular  @DISEASE$  and acute renal failure following intermittent  @CHEMICAL$  therapy.,rifampin,D012293,Chemical,hemolysis,D006461,Disease,1
"indomethacin, 1-10 mg/kg, and ibuprofen, 10-100 mg/kg, failed to modulate seizures produced by  @CHEMICAL$..",pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
emergency physicians should be aware of oral  @CHEMICAL$   @DISEASE$  in order to prevent its occurrence by prescribing the antibiotic judiciously and knowledgeably and to offer optimal medical therapy once this life-threatening reaction has begun.,penicillin,D010406,Chemical,anaphylaxis,D000707,Disease,1
"we report a 57-year-old woman with end-stage renal disease receiving continuous ambulatory peritoneal dialysis (capd), who developed slurred speech,  @DISEASE$,, bizarre behavior, progressive mental confusion, and 2 episodes of generalized tonic-clonic seizure (gtcs) after 5 doses of  @CHEMICAL$  (2 g/250 mg) were given for bronchiectasis with secondary infection.",piperacillin/tazobactam,C085143,Chemical,tremor,D014202,Disease,1
"in conclusion,  @CHEMICAL$--induced  @DISEASE$--like behavior may provide a useful animal model to test the hypothesis of the involvement of oxidative stress in bipolar disorder.",ouabain,D010042,Chemical,mania,D001714,Disease,1
"four types of experimental  @DISEASE$  are used--with bacl2, with chloroform-adrenaline, with strophantine g and with  @CHEMICAL$..",aconitine,D000157,Chemical,arrhythmia,D001145,Disease,1
we wish to draw attention to the possibility of adverse reactions to  @CHEMICAL$  after long-term use and in patients with pre-existing  @DISEASE$..,ace inhibitors,D000806,Chemical,angio-oedema,D000799,Disease,1
our results suggest that oxidative damage is associated with acute  @DISEASE$  induced by a single dose of  @CHEMICAL$  only.,dox,D004317,Chemical,cardiotoxicity,D066126,Disease,1
syndrome of inappropriate antidiuretic hormone secretion associated with  @CHEMICAL$..,desvenlafaxine,C086816,Chemical,syndrome of inappropriate antidiuretic hormone,D007177,Disease,1
background and aim:  @CHEMICAL$  and ribavirin combination therapy for chronic hepatitis c produces  @DISEASE$..,interferon,D016898,Chemical,hemolytic anemia,D000743,Disease,1
"an 84-year-old male received oral  @CHEMICAL$,, a pure sodium channel blocker with slow recovery kinetics, to convert his paroxysmal atrial fibrillation to a sinus rhythm; the patient developed  @DISEASE$  two days later.",pilsicainide,C042288,Chemical,sudden cardiac death,D016757,Disease,1
there was a significant difference between groups in the  @CHEMICAL$--induced  @DISEASE$  test (p<0.,haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
design: dose response curves for nonsedating doses of morphine and cnsb002 given intraperitoneally alone and together in combinations were constructed for antihyperalgesic effect using paw withdrawal from noxious heat in two rat pain models: carrageenan-induced paw inflammation and streptozotocin ((@CHEMICAL$))-induced  @DISEASE$..,stz,D013311,Chemical,diabetic neuropathy,D003929,Disease,1
a case of  @DISEASE$  due to  @CHEMICAL$--induced torsades de pointes.,pilsicainide,C042288,Chemical,sudden cardiac death,D016757,Disease,1
"curcumin prevents  @CHEMICAL$--induced nephrotoxicity: relation to hemodynamic alterations, oxidative stress, mitochondrial oxygen consumption and activity of respiratory complex i. the potential protective effect of the dietary antioxidant curcumin (120 mg/kg/day for 6 days) against the  @DISEASE$  induced by  @CHEMICAL$- was evaluated.",maleate,C030272,Chemical,renal injury,D007674,Disease,1
"conclusion: this modified liposomal  @CHEMICAL$  regimen results in less toxicity (stomatitis, hand-foot syndrome) than the standard fda-approved dose schedule.",doxorubicin,D004317,Chemical,stomatitis,D013280,Disease,1
nifedipine induced  @DISEASE$  in a patient with autonomic neuropathy.,nifedipine,D009543,Chemical,bradycardia,D001919,Disease,1
"acute  @DISEASE$  was induced in rats by subcutaneous injection of  @CHEMICAL$  (85 mg/kg), for two consecutive days.",isoproterenol,D007545,Chemical,myocardial ischemic injury,D017202,Disease,1
objectives: the risk of  @DISEASE$  (ami) with  @CHEMICAL$  may offset their gastrointestinal (gi) benefit compared with non-selective (ns) non-steroidal anti-inflammatory drugs (nsaids).,cox-2 inhibitors,D052246,Chemical,acute myocardial infarction,D009203,Disease,1
"given that  @CHEMICAL$  inhibits passive avoidance retention when given during training or in a defined 10-12h post-training period, we evaluated the ability of nefiracetam to attenuate  @DISEASE$  induced by dopaminergic agonism.",apomorphine,D001058,Chemical,amnesia,D000647,Disease,1
long-term efficacy and adverse event of nifedipine sustained-release tablets for  @CHEMICAL$--induced  @DISEASE$  in patients with psoriasis.,cyclosporin a,D016572,Chemical,hypertension,D006973,Disease,1
headache was significantly increased by  @CHEMICAL$  but not by dcf.,gtn,D005996,Chemical,headache,D006261,Disease,1
cases reported by the fda showed  @CHEMICAL$  and ciprofloxacin to be the most frequently associated with the development of  @DISEASE$..,clarithromycin,D017291,Chemical,mania,D001714,Disease,1
the  @CHEMICAL$--induced  @DISEASE$  was accompanied by a significant bradycardia in lesioned rats (-32 +/- 13 beats per minute) but a tachycardia in sham rats (+33 +/- 12 beats per minute) 1 day postlesion.,trimethaphan,D014294,Chemical,hypotension,D007022,Disease,1
patients taking  @CHEMICAL$  and olanzapine must be examined for  @DISEASE$  and its consequences.,clozapine,D003024,Chemical,insulin resistance,D007333,Disease,1
"hyperprolactinemia was induced by treatment with  @CHEMICAL$,, a dopamine receptor antagonist, and palkovits' microdissection technique in combination with high-performance liquid chromatography was used to measure neurotransmitter concentrations in several areas of the brain.",haloperidol,D006220,Chemical,hyperprolactinemia,D006966,Disease,1
"both dronedarone and amiodarone significantly reduced the exercise-induced  @DISEASE$. and, at the highest dose, decreased the  @CHEMICAL$--induced  @DISEASE$..",isoproterenol,D007545,Chemical,tachycardia,D013610,Disease,1
amiodarone and the risk of  @DISEASE$  requiring permanent pacemaker in elderly patients with atrial fibrillation and prior myocardial infarction.,amiodarone,D000638,Chemical,bradyarrhythmia,D001919,Disease,1
"however, additional important untoward effects of  @CHEMICAL$- therapy include  @CHEMICAL$--induced thrombocytopenia,  @CHEMICAL$--associated osteoporosis, eosinophilia, skin reactions,  @DISEASE$  other than thrombocytopenia, alopecia, transaminasemia, hyperkalemia, hypoaldosteronism, and priapism.",heparin,D006493,Chemical,allergic reactions,D004342,Disease,1
"pure red cell aplasia, toxic dermatitis and  @DISEASE$  in a patient taking  @CHEMICAL$..",diphenylhydantoin,D010672,Chemical,lymphadenopathy,D008206,Disease,1
"oxyhemoglobin did not affect  @CHEMICAL$--induced  @DISEASE$., whereas it shortened the duration of acetylcholine (ach)-produced  @DISEASE$..",helodermin,C040442,Chemical,hypotension,D007022,Disease,1
"2 mumol/kg and larger doses of the reference drug, diazepam, totally prevented  @CHEMICAL$--induced  @DISEASE$  and mortality.",picrotoxin,D010852,Chemical,seizures,D012640,Disease,1
"application of an irreversible inhibitor of gaba transaminase, gamma-vinyl-gaba (d,l-4-amino-hex-5-enoic acid), 5 micrograms, into the snr, bilaterally, suppressed the appearance of electrographic and behavioral  @DISEASE$  produced by  @CHEMICAL$,, 380 mg/kg.",pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
corneal ulcers associated with aerosolized  @CHEMICAL$  use.,crack cocaine,D016578,Chemical,corneal ulcers,D003320,Disease,1
"intracranial injection of an acetylcholine-synthesis inhibitor, hemicholinium, prevented the  @DISEASE$  that is usually induced by  @CHEMICAL$..",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"chemical  @DISEASE$  was induced by cyclophosphamide ((@CHEMICAL$)) which is metabolized to acrolein, an irritant eliminated in the urine.",cyp,D003520,Chemical,cystitis,D003556,Disease,1
"cisplatin treatment has been adopted in some chemotherapies; however, this drug can induce  @DISEASE$  due its ability to negatively affect renal function, augment serum levels of creatinine and urea, increase the acute tubular necrosis score and up-regulate cytokines (e.g., il-1b and tnf-a).",cisplatin,D002945,Chemical,acute kidney injury,D058186,Disease,1
"neither the type of induction agent (althesin or thiopentone) nor the salt preparation of suxamethonium used (chloride or bromide), affected the incidence of  @CHEMICAL$   @DISEASE$..",scoline,D013390,Chemical,pain,D010146,Disease,1
contrast medium  @DISEASE$  after renal artery and coronary angioplasty.,contrast medium,D003287,Chemical,nephrotoxicity,D007674,Disease,1
"although all of the currently available h2-receptor antagonists have shown the propensity to cause  @DISEASE$,, only two previously reported cases have been associated with  @CHEMICAL$..",famotidine,D015738,Chemical,delirium,D003693,Disease,1
"in 1 patient, marked  @DISEASE$  was induced by  @CHEMICAL$  and the drug had to be withdrawn.",propranolol,D011433,Chemical,hypertension,D006973,Disease,1
"a 69-yr-old man, who was concurrently being treated with pilocarpine nitrate and  @CHEMICAL$  eye drops, developed a bradycardia and became  @DISEASE$  during halothane anaesthesia.",timolol maleate,D013999,Chemical,hypotensive,D007022,Disease,1
vasodilation of large and small coronary vessels and  @DISEASE$  induced by cromakalim and  @CHEMICAL$  were not affected by prior combined beta adrenergic and muscarinic receptors blockade but drug-induced tachycardia was abolished.,pinacidil,D020110,Chemical,hypotension,D007022,Disease,1
background: reports of severe  @DISEASE$  during  @CHEMICAL$  therapy are infrequent and limited to studies assessing the therapy's use in the management of patients with ventricular arrhythmias.,amiodarone,D000638,Chemical,bradyarrhythmia,D001919,Disease,1
long-term  @CHEMICAL$--only ht also significantly increased the risk of stroke and  @DISEASE$..,oestrogen,D004967,Chemical,gallbladder disease,D005705,Disease,1
"indomethacin, 1-10 mg/kg, and ibuprofen, 10-100 mg/kg, failed to modulate  @DISEASE$  produced by  @CHEMICAL$..",pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
"these complications have included clinical deterioration and  @DISEASE$  in patients with sah, arteriolar and capillary fibrin thrombi in patients with fibrinolytic syndromes treated with  @CHEMICAL$,, or other thromboembolic phenomena.",eaca,D015119,Chemical,intracranial vascular thrombosis,D020767,Disease,1
association of drd2 polymorphisms and  @CHEMICAL$--induced  @DISEASE$  in chinese schizophrenic patients.,chlorpromazine,D002746,Chemical,extrapyramidal syndrome,D001480,Disease,1
"these results indicate that  @DISEASE$  induced by  @CHEMICAL$  is initiated by cholinergic overstimulation and propagated by glutamatergic transmission, the elevation of which may cause brain damage through an excitatory nmda receptor-mediated mechanism.",pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,1
results: a 33-year-old man presented with rhabdomyolysis and cerebral ischemic  @DISEASE$  after intravenous  @CHEMICAL$..,heroin,D003932,Chemical,stroke,D020521,Disease,1
the muscarinic cholinergic agonist  @CHEMICAL$  induces in rats  @DISEASE$  and status epilepticus followed by widespread damage to the forebrain.,pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
"a frequently fatal, although exceptionally rare side effect of  @CHEMICAL$  is necrotizing eosinophilic ((@DISEASE$)) myocarditis.",carbamazepine,D002220,Chemical,hypersensitivity,D004342,Disease,1
